Estado Matricula,Período,Año,Organización Jurídica,Categoría,Tamaño,Sector Agregado,Sector Actividad Económica,CIIU1,Personal Ocupado,Municipio,Zona,Barrio,Total Valor Activos,Total Valor Pasivos,Total Valor Patrimonio,Total Valor Ventas Netas
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Agricultura,"Agricultura, ganadería, caza, silvicultura y pesca",A0113 ** Cultivo de hortalizas  raices y tuberculos,0,HOBO,NORTE,SAN JUAN,5400000,0,5400000,40000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4631 ** Comercio al por mayor de productos alimenticios,2,NEIVA,NORTE,ZONA INDUSTRIAL,2000000,0,2000000,1000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,3000000,0,3000000,15000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N8299 ** Otras actividades de servicio de apoyo a las empresas n.c.p.,0,NEIVA,NORTE,EL CENTRO,2000000,0,2000000,8400000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Resto,Actividades de atención de la salud humana y de asistencia social,Q8691 ** Actividades de apoyo diagnostico,1,NEIVA,NORTE,PRADO ALTO,3000000,0,3000000,18000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Construcción,Construcción,F4330 ** Terminacion y acabado de edificios y obras de ingenieria civil,0,GARZON,CENTRO,EL CENTRO,51000000,0,51000000,1000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5530 ** Servicio de estancia por horas,0,RIVERA,NORTE,VIA TERMALES,1700000,1700000,0,1000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Otras actividades de servicios,S9602 ** Peluqueria y otros tratamientos de belleza,1,PITALITO,SUR,CENTRO,2500000,0,2500000,1000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,0,TARQUI,CENTRO,MAITO,13000000,0,13000000,1000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,0,NEIVA,NORTE,LAS MARGARITAS,1700000,0,1700000,37000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,NEIVA,NORTE,EL LIMONAR,1500000,0,1500000,0
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,1,NEIVA,NORTE,SAN JORGE II,1600000,0,1600000,9600000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,1,TIMANA,SUR,LA CRUZ,2200000,0,2200000,2000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,NATAGA,OCCIDENTE,EL PROGRESO,2100000,0,2100000,1000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,1,PITALITO,SUR,CENTRO,2400000,0,2400000,1000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Construcción,Construcción,F4322 ** Instalaciones de fontaneria  calefaccion y aire acondicionado,0,NEIVA,NORTE,ACROPOLIS,3500000,0,3500000,43000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,1700000,0,1700000,20000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N8020 ** Actividades de servicios de sistemas de seguridad,0,NEIVA,NORTE,EL CENTRO,2000000,0,2000000,8952000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4520 ** Mantenimiento y reparacion de vehiculos automotores,1,PITALITO,SUR,VILLA CATARINA,2700000,0,2700000,2000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Pequeña,Comercio,Comercio al por mayor y al por menor; Vehículos,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,27,NEIVA,NORTE,EL CENTRO,4462624821,3503795653,958829168,6025345626
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,1,NEIVA,NORTE,LAS GRANJAS,2300000,0,2300000,3000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Construcción,Construcción,F4290 ** Construccion de otras obras de ingenieria civil,0,NEIVA,NORTE,EFRAIN ROJAS TRUJILLO,3000000,0,3000000,0
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,0,LA PLATA,OCCIDENTE,PAEZ,1300000,0,1300000,5000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos,0,PALERMO,NORTE,PANAMA,1700000,0,1700000,29480000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador,0,NEIVA,NORTE,LA TRINIDAD,700000,0,700000,21000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,1,PITALITO,SUR,LOS ANDES,2000000,0,2000000,1000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,0,NEIVA,NORTE,LOS ARRAYANES,1500000,0,1500000,1000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,1,NEIVA,NORTE,AEROPUERTO,2500000,0,2500000,3000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Construcción,Construcción,F4321 ** Instalaciones electricas,0,NEIVA,NORTE,MONSERRATE,1600000,0,1600000,8700000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4741 ** Comercio al por menor de computadores  equipos perifericos  programas de informatica y equipos de telecomunicaciones en establecimientos especializados,3,NEIVA,NORTE,LOS PINOS,10100000,0,10100000,0
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,0,NEIVA,NORTE,ZONA INDUSTRIAL,1600000,1600000,0,1600000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Otras actividades de servicios,S9522 ** Mantenimiento y reparacion de aparatos y equipos domesticos y de jardineria,2,NEIVA,NORTE,SAN JORGE I,2600000,0,2600000,60000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,GARZON,CENTRO,EL CENTRO,1700000,0,1700000,1000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Agricultura,"Agricultura, ganadería, caza, silvicultura y pesca",A0123 ** Cultivo de cafe,0,PALERMO,NORTE,COMUNEROS,1600000,0,1600000,5000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4751 ** Comercio al por menor de productos textiles en establecimientos especializados,0,TIMANA,SUR,CENTRO,2300000,2300000,0,2300000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Otras actividades de servicios,S9601 ** Lavado y limpieza  incluso la limpieza en seco  de productos textiles y de piel,0,ALGECIRAS,NORTE,CENTRO,900000,0,900000,8400000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,ALGECIRAS,NORTE,CENTRO,1410000,0,1410000,1410000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,1,SAN AGUSTIN,SUR,SAN JOSE,2400000,2400000,0,200000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Pequeña,ERROR: #N/A,ERROR: #N/A,M7112 ** Actividades de ingeniería y otras actividades conexas de consultoría técnica,54,NEIVA,NORTE,,5373872781,3907332920,1466539861,2434332168
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4769 ** Comercio al por menor de otros articulos culturales y de entretenimiento n.c.p. en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,1900000,0,1900000,60000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,PALERMO,NORTE,SANTA BARBARA,3010000,0,3010000,5002000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N8299 ** Otras actividades de servicio de apoyo a las empresas n.c.p.,1,GARZON,CENTRO,EL CENTRO,2000000,0,2000000,32000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Construcción,Construcción,F4330 ** Terminacion y acabado de edificios y obras de ingenieria civil,1,NEIVA,NORTE,PUERTAS DEL SOL,10300000,3300000,7000000,30000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,ALGECIRAS,NORTE,CENTRO,1000000,0,1000000,1000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,7,NEIVA,NORTE,ZONA INDUSTRIAL,457707792,356186606,101521186,420910000
Renovado,2° Trimestre,2021,Sociedad Limitada,Principal,Micro,Servicios,Actividades financieras y de seguros,K6621 ** Actividades de agentes y corredores de seguros,0,NEIVA,NORTE,IPANEMA,24000000,0,24000000,32440000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,HOBO,NORTE,LAS MERCEDES,1200000,0,1200000,1200000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion,0,NEIVA,NORTE,EL ESTADIO,6855964,0,6855964,1056000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Construcción,Construcción,F4290 ** Construccion de otras obras de ingenieria civil,0,NEIVA,NORTE,PABLO VI,6000000,0,6000000,0
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Información y comunicaciones,J6190 ** Otras actividades de telecomunicaciones,0,NATAGA,OCCIDENTE,SENDEROS,4100000,0,4100000,2000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,1,NEIVA,NORTE,EDUARDO SANTOS,2200000,2200000,0,2200000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,75000000,0,75000000,972786058
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,1,GUADALUPE,CENTRO,CENTRO,1600000,0,1600000,5000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7500 ** Actividades veterinarias,0,CAMPOALEGRE,NORTE,CENTRO,1800000,0,1800000,1800000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M6910 ** Actividades juridicas,0,NEIVA,NORTE,EL CENTRO,500000,0,500000,5000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Construcción,Construcción,F4111 ** Construccion de edificios residenciales,1,ALGECIRAS,NORTE,LAS VILLAS,2000000,0,2000000,5000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,1,TIMANA,SUR,CENTRO,1100000,0,1100000,10000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7020 ** Actividades de consultoria de gestion,0,NEIVA,NORTE,EL CENTRO,0,0,0,0
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,NEIVA,NORTE,LOS ALPES,1200000,0,1200000,800000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4664 ** Comercio al por mayor de productos quimicos basicos  cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,10,NEIVA,NORTE,ZONA INDUSTRIAL,102000000,50000000,52000000,52000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7010 ** Actividades de administracion empresarial,0,NEIVA,NORTE,LOS ROSALES,1600000,0,1600000,30000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,NEIVA,NORTE,SAN ANTONIO,1500000,0,1500000,2000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,0,VILLAVIEJA,NORTE,GAITAN,1000000,0,1000000,3000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1410 ** Confeccion de prendas de vestir  excepto prendas de piel,0,NEIVA,NORTE,EL LIMONAR,1800000,0,1800000,60000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,0,NEIVA,NORTE,CANAIMA,1700000,0,1700000,36000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Pequeña,Comercio,Comercio al por mayor y al por menor; Vehículos,G4661 ** Comercio al por mayor de combustibles solidos  liquidos  gaseosos y productos conexos,5,NEIVA,NORTE,ZONA INDUSTRIAL,1387311000,122306000,1265005000,1664932000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,RIVERA,NORTE,CHAPINERO,1600000,0,1600000,6000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4741 ** Comercio al por menor de computadores  equipos perifericos  programas de informatica y equipos de telecomunicaciones en establecimientos especializados,0,CAMPOALEGRE,NORTE,CENTRO,1200000,0,1200000,500000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,NEIVA,NORTE,ARISMENDI MORA,1800000,0,1800000,2000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NEIVA,NORTE,CIUDAD SALITRE,4300000,0,4300000,30000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N8219 ** Fotocopiado  preparacion de documentos y otras actividades especializadas de apoyo a oficina,0,ALGECIRAS,NORTE,VILLA CAFE,800000,0,800000,800000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,NEIVA,NORTE,IPANEMA,1100000,0,1100000,28761000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,3,GARZON,CENTRO,MAJO,2500000,0,2500000,25000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Construcción,Construcción,F4390 ** Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil,1,NEIVA,NORTE,EL JARDIN,1600000,0,1600000,20000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1081 ** Elaboracion de productos de panaderia,0,GARZON,CENTRO,EL CENTRO,3000000,0,3000000,8000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Construcción,Construcción,F4322 ** Instalaciones de fontaneria  calefaccion y aire acondicionado,1,NEIVA,NORTE,CAMPO NUNEZ,2879506,503700,2375806,84937279
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,0,NEIVA,NORTE,EL ESTADIO,3500000,0,3500000,120000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,EL PITAL,CENTRO,LOS ALAMOS,1500000,0,1500000,2000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,1200000,0,1200000,30000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4520 ** Mantenimiento y reparacion de vehiculos automotores,0,NEIVA,NORTE,ESTADIO URDANETA ARBELAEZ,2000000,0,2000000,13000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Servicios,"Distribución de agua, saneamiento ambiental",E3900 ** Actividades de saneamiento ambiental y otros servicios de gestion de desechos,0,LA PLATA,OCCIDENTE,EL PORTAL,2500000,0,2500000,100000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Información y comunicaciones,J6120 ** Actividades de telecomunicaciones inalambricas,0,NATAGA,OCCIDENTE,VEREDA LLANO BUCO,1900000,0,1900000,5000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NATAGA,OCCIDENTE,CRISTO REY,1900000,0,1900000,2000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Pequeña,Comercio,Comercio al por mayor y al por menor; Vehículos,G4731 ** Comercio al por menor de combustible para automotores,3,RIVERA,NORTE,VEREDA BAJO PEDREGAL,136723243,0,136723243,1720117483
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Construcción,Construcción,F4321 ** Instalaciones electricas,1,NEIVA,NORTE,ALTICO,1045164489,1045618816,-454327,9097683
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4799 ** Otros tipos de comercio al por menor no realizado en establecimientos  puestos de venta o mercados,1,PITALITO,SUR,POPULAR,1600000,0,1600000,1500000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,LA PLATA,OCCIDENTE,SAN RAFAEL,2600000,0,2600000,2000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,0,NEIVA,NORTE,EL CENTRO,1000000,0,1000000,67062000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Construcción,Construcción,F4111 ** Construccion de edificios residenciales,0,NEIVA,NORTE,CUARTO CENTENARIO,150000,0,150000,1
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4542 ** Mantenimiento y reparacion de motocicletas y de sus partes y piezas,0,PAICOL,OCCIDENTE,CENTRO,1400000,0,1400000,100000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4541 ** Comercio de motocicletas y de sus partes  piezas y accesorios,0,RIVERA,NORTE,CENTRO,1800000,0,1800000,3000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Agricultura,"Agricultura, ganadería, caza, silvicultura y pesca",A0130 ** Propagacion de plantas (actividades de los viveros  excepto viveros forestales),0,GARZON,CENTRO,HUACANAS,2600000,0,2600000,1500000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NEIVA,NORTE,VILLA NUBIA,1500000,0,1500000,18000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5613 ** Expendio de comidas preparadas en cafeterias,0,AGRADO,CENTRO,EL CENTRO,2500000,0,2500000,6000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Construcción,Construcción,F4111 ** Construccion de edificios residenciales,1,ACEVEDO,SUR,SAN MARCOS,3000000,0,3000000,50000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4649 ** Comercio al por mayor de otros utensilios domesticos n.c.p.,0,NEIVA,NORTE,LAS CATTLEYAS,10000000,0,10000000,10000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4759 ** Comercio al por menor de otros articulos domesticos en establecimientos especializados,0,LA PLATA,OCCIDENTE,VEREDA SANTA MARTA,5250000,0,5250000,2400000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Resto,Educación,P8551 ** Formación para el trabajo,4,NEIVA,NORTE,EL CENTRO,45015756,8451972,36563784,230550674
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Resto,Educación,P8559 ** Otros tipos de educacion n.c.p.,1,NEIVA,NORTE,GUALANDAY,1700000,200000,1500000,45300000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7310 ** Publicidad,1,PITALITO,SUR,SAN RAFAEL,2600000,0,2600000,2000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5511 ** Alojamiento en hoteles,1,SUAZA,CENTRO,SIMON BOLIVAR,1800000,0,1800000,3000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4512 ** Comercio de vehiculos automotores usados,1,PITALITO,SUR,LOS NOGALES,2655000,0,2655000,2000000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7020 ** Actividades de consultoria de gestion,1,NEIVA,NORTE,TORRES DE ALEJANDRIA,6000000,0,6000000,60000000
Renovado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Construcción,Construcción,F4111 ** Construccion de edificios residenciales,0,NEIVA,NORTE,COND. JACARANDA,401308211,5750000,395558211,40226725
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,1,PITALITO,SUR,BRUSELAS,2510000,0,2510000,41980000
Renovado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,0,NEIVA,NORTE,CHAPINERO,1000000,0,1000000,4500000
